ep_id,birthdate,birthdate_backup,pos,height,weight,birthplace,nation,handedness,date_retrieved,source
292083,2002-10-17,17-Oct-02,C/LW,"6'3"" / 191 cm",205 lbs / 93 kg,"Phoenix, AZ, USA","USA
    
            / 
            Slovakia",L,2022-08-26,https://www.eliteprospects.com/player/292083/matthew-knies
472364,2002-10-13,13-Oct-02,G,"6'2"" / 189 cm",176 lbs / 80 kg,"Praha, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/472364/pavel-cajan
295845,2001-01-20,20-Jan-01,G,"6'5"" / 195 cm",220 lbs / 100 kg,"Moorestown, NJ, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/295845/alex-aslanidis
163859,1995-02-08,08-Feb-95,D,"6'6"" / 198 cm",214 lbs / 97 kg,"Togliatti, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/163859/ziyat-paigin
465963,2002-05-28,28-May-02,G,"6'4"" / 193 cm",209 lbs / 95 kg,"Stockholm, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/465963/philip-svedeback
565465,2004-04-29,29-Apr-04,RW,"5'10"" / 178 cm",154 lbs / 70 kg,"Irma, AB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/565465/jagger-firkus
287761,1999-04-01,01-Apr-99,LW,"6'0"" / 183 cm",196 lbs / 89 kg,"Lorenskog, NOR",Norway,L,2022-08-26,https://www.eliteprospects.com/player/287761/samuel-solem
213787,1997-04-13,13-Apr-97,C/LW,"5'10"" / 178 cm",174 lbs / 79 kg,"Drummondville, QC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/213787/alex-dostie
322095,2000-10-10,10-Oct-00,RW,"6'4"" / 193 cm",172 lbs / 78 kg,"Edmonton, AB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/322095/david-kope
246498,1999-05-16,16-May-99,C,"6'0"" / 184 cm",187 lbs / 85 kg,"Stockholm, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/246498/filip-engaras
490232,2001-05-26,26-May-01,D,"6'1"" / 186 cm",194 lbs / 88 kg,"Minsk, BLR",Belarus,L,2022-08-26,https://www.eliteprospects.com/player/490232/vladislav-kolyachonok
403763,2002-10-26,26-Oct-02,C,"6'3"" / 191 cm",201 lbs / 91 kg,"Candiac, SK, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/403763/drew-englot
340005,1999-07-11,11-Jul-99,RW,"5'10"" / 178 cm",176 lbs / 80 kg,"Kirov, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/340005/denis-mikhnin
681821,2005-04-11,11-Apr-05,C,"6'1"" / 186 cm",194 lbs / 88 kg,"Bulach, SUI",Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/681821/kimo-gruber
204410,1996-05-22,22-May-96,G,"6'1"" / 185 cm",190 lbs / 86 kg,"Larkspur, CO, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/204410/cale-morris
220900,1997-05-25,25-May-97,D,"6'2"" / 188 cm",201 lbs / 91 kg,"Waukee, IA, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/220900/christian-evers
495890,2002-01-10,10-Jan-02,G,"6'2"" / 189 cm",183 lbs / 83 kg,"Uusikaarlepyy, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/495890/joel-blomqvist
195396,1998-03-02,02-Mar-98,D,"6'0"" / 183 cm",212 lbs / 96 kg,"Praha, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/195396/frantisek-hrdinka
574931,2004-08-31,31-Aug-04,D,"6'1"" / 186 cm",183 lbs / 83 kg,"Skelleftea, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/574931/elias-salomonsson
337850,1998-03-23,23-Mar-98,D,"6'3"" / 191 cm",218 lbs / 99 kg,"Voskresensk, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/337850/denis-tolpegin
201766,2002-03-28,28-Mar-02,LW,"6'0"" / 183 cm",170 lbs / 77 kg,"Jackson, MI, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/201766/carter-mazur
345694,1998-03-24,24-Mar-98,LW,"6'2"" / 188 cm",185 lbs / 84 kg,"Pittsburgh, PA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/345694/jack-dugan
158842,1997-01-28,28-Jan-97,C/LW,"5'11"" / 180 cm",170 lbs / 77 kg,"Kadan, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/158842/david-kase
296550,1998-07-03,03-Jul-98,RW,"6'4"" / 193 cm",201 lbs / 91 kg,"Indianapolis, IN, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/296550/jackson-macnab
633747,2003-11-22,22-Nov-03,D,"6'0"" / 183 cm",205 lbs / 93 kg,"Milton, MA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/633747/declan-loughnane
236757,1999-08-18,18-Aug-99,C/LW,"5'10"" / 177 cm",181 lbs / 82 kg,"Trinec, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/236757/jan-hladonik
99201,1995-05-01,01-May-95,D,"6'2"" / 188 cm",196 lbs / 89 kg,"Fredericton, NB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/99201/matt-murphy
257755,1999-04-30,30-Apr-99,RW,"6'5"" / 195 cm",225 lbs / 102 kg,"Calgary, AB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/257755/brett-leason
582775,2002-12-30,30-Dec-02,D,"6'0"" / 183 cm",159 lbs / 72 kg,"Kleinburg, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/582775/luca-fantilli
311906,2000-12-20,20-Dec-00,LW/RW,"5'9"" / 176 cm",190 lbs / 86 kg,"Bocktrask, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/311906/nils-hoglander
108384,1996-11-20,20-Nov-96,RW,"6'1"" / 185 cm",181 lbs / 82 kg,"Bern, SUI",Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/108384/dario-meyer
284121,1999-04-07,07-Apr-99,G,"6'4"" / 193 cm",201 lbs / 91 kg,"Brighton, MI, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/284121/logan-neaton
201681,1999-07-02,02-Jul-99,C/RW,"6'0"" / 183 cm",187 lbs / 85 kg,"Aurora, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/201681/robert-thomas
300591,1999-10-20,20-Oct-99,D,"6'3"" / 191 cm",194 lbs / 88 kg,"Oakville, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/300591/evan-bouchard
285563,1999-01-06,06-Jan-99,RW,"6'1"" / 185 cm",205 lbs / 93 kg,"Rovaniemi, FIN",Finland,R,2022-08-26,https://www.eliteprospects.com/player/285563/aatu-luusuaniemi
225057,1997-01-13,13-Jan-97,LW/C,"6'3"" / 191 cm",192 lbs / 87 kg,"Etobicoke, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/225057/graham-knott
214261,1997-12-24,24-Dec-97,D,"6'1"" / 185 cm",187 lbs / 85 kg,"Riga, LAT",Latvia,L,2022-08-26,https://www.eliteprospects.com/player/214261/kristaps-zile
620245,2004-01-06,06-Jan-04,D,"6'2"" / 188 cm",194 lbs / 88 kg,"Auburn, NH, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/620245/jordin-palmer
248452,1997-02-05,05-Feb-97,F,"6'0"" / 183 cm",185 lbs / 84 kg,"Sheboygan, WI, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/248452/collin-peters
105831,1994-08-08,08-Aug-94,C/W,"5'11"" / 180 cm",190 lbs / 86 kg,"Praha, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/105831/dominik-simon
505772,2002-07-02,02-Jul-02,G,"6'6"" / 197 cm",205 lbs / 93 kg,"Okotoks, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/505772/gage-alexander
445242,1999-04-22,22-Apr-99,D,"6'3"" / 190 cm",190 lbs / 86 kg,"Yorba Linda, CA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/445242/nolan-mcelhaney
197800,1997-03-17,17-Mar-97,LW/RW,"5'11"" / 180 cm",194 lbs / 88 kg,"Freeport, NY, USA","USA
    
            / 
            Canada",R,2022-08-26,https://www.eliteprospects.com/player/197800/jeremy-bracco
698860,2003-05-15,15-May-03,F,"6'1"" / 186 cm",198 lbs / 90 kg,"Surgut, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/698860/pavel-leuka
286578,2000-04-24,24-Apr-00,C/LW,"5'10"" / 178 cm",165 lbs / 75 kg,"Estevan, SK, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/286578/cole-fonstad
203280,1996-12-09,09-Dec-96,G,"6'4"" / 193 cm",225 lbs / 102 kg,"Thunder Bay, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/203280/mackenzie-blackwood
699586,2003-02-10,10-Feb-03,D,"6'3"" / 190 cm",187 lbs / 85 kg,"St. Petersburg, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/699586/artyom-kolganov
476699,2001-10-05,05-Oct-01,C,"5'11"" / 180 cm",174 lbs / 79 kg,"Verona, WI, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/476699/reid-pabich
691685,2004-01-09,09-Jan-04,F,"5'11"" / 180 cm",185 lbs / 84 kg,"Minsk, BLR",Belarus,L,2022-08-26,https://www.eliteprospects.com/player/691685/nikolai-tishkevich
485574,2001-03-06,06-Mar-01,W/C,"6'0"" / 183 cm",168 lbs / 76 kg,"Roseau, MN, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/485574/aaron-huglen
200933,1998-10-16,16-Oct-98,RW,"6'1"" / 185 cm",179 lbs / 81 kg,"Shaunavon, SK, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/200933/kole-lind
394734,2003-03-30,30-Mar-03,C,"6'0"" / 183 cm",190 lbs / 86 kg,"Sollentuna, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/394734/marcus-limpar-lantz
537554,2002-03-14,14-Mar-02,RW,"5'10"" / 177 cm",168 lbs / 76 kg,"Etobicoke, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/537554/reid-valade
531600,2002-07-01,01-Jul-02,C,"6'1"" / 185 cm",170 lbs / 77 kg,"Saginaw, MI, USA","Canada
    
            / 
            USA",R,2022-08-26,https://www.eliteprospects.com/player/531600/dylan-robinson
388650,2000-07-30,30-Jul-00,G,"6'5"" / 196 cm",172 lbs / 78 kg,"Winnipeg, MB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/388650/joel-hofer
237070,1999-01-11,11-Jan-99,LW,"5'11"" / 180 cm",179 lbs / 81 kg,"Havlickuv Brod, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/237070/ondrej-machala
648425,2003-08-16,16-Aug-03,LW,"6'2"" / 188 cm",203 lbs / 92 kg,"Auburn, NH, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/648425/robert-flinton
248380,1998-02-17,17-Feb-98,D,"5'11"" / 180 cm",181 lbs / 82 kg,"Jericho, NY, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/248380/adam-fox
154962,1996-01-05,05-Jan-96,C,"6'4"" / 193 cm",205 lbs / 93 kg,"Riga, LAT",Latvia,L,2022-08-26,https://www.eliteprospects.com/player/154962/rodrigo-abols
84020,1996-02-07,07-Feb-96,C,"6'0"" / 183 cm",192 lbs / 87 kg,"High River, AB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/84020/conner-bleackley
512169,2003-05-19,19-May-03,D,"5'11"" / 180 cm",161 lbs / 73 kg,"Woodhaven, MI, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/512169/austen-may
265764,1997-10-01,01-Oct-97,C,"5'11"" / 180 cm",190 lbs / 86 kg,"Gubkin, RUS",Russia,R,2022-08-26,https://www.eliteprospects.com/player/265764/denis-alexeyev
258162,1999-05-14,14-May-99,C/RW,"6'0"" / 183 cm",196 lbs / 89 kg,"Camrose, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/258162/parker-kelly
130786,1997-04-06,06-Apr-97,C/LW,"6'3"" / 191 cm",209 lbs / 95 kg,"Brno, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/130786/pavel-zacha
46384,1995-06-28,28-Jun-95,C/LW,"6'3"" / 191 cm",216 lbs / 98 kg,"Vaxjo, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/46384/mikael-johansson
506333,2003-10-12,12-Oct-03,LW,"6'0"" / 183 cm",181 lbs / 82 kg,"Calgary, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/506333/dylan-james
277802,1997-08-02,02-Aug-97,RW/LW,"6'1"" / 185 cm",194 lbs / 88 kg,"Moskva, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/277802/alexander-volkov
207438,1997-09-30,30-Sep-97,D,"6'0"" / 184 cm",198 lbs / 90 kg,"Rodovre, DEN",Denmark,L,2022-08-26,https://www.eliteprospects.com/player/207438/christian-mieritz
412976,2001-07-25,25-Jul-01,RW/LW,"6'1"" / 185 cm",192 lbs / 87 kg,"Trois-Rivieres, QC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/412976/alex-beaucage
639018,2003-07-29,29-Jul-03,C,"6'0"" / 183 cm",165 lbs / 75 kg,"Sundsvall, SWE",Finland,R,2022-08-26,https://www.eliteprospects.com/player/639018/oliver-kapanen
651956,2003-03-02,02-Mar-03,D,"6'1"" / 185 cm",192 lbs / 87 kg,"Richmond Hill, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/651956/andre-anania
530036,2001-10-22,22-Oct-01,D,"6'0"" / 183 cm",201 lbs / 91 kg,"Oakville, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/530036/jack-agnew
424479,2001-05-17,17-May-01,D,"5'8"" / 173 cm",170 lbs / 77 kg,"Atlanta, GA, USA","Canada
    
            / 
            USA",L,2022-08-26,https://www.eliteprospects.com/player/424479/nathan-staios
620259,2004-02-07,07-Feb-04,G,"6'0"" / 183 cm",179 lbs / 81 kg,"Calabasas, CA, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/620259/dylan-silverstein
568999,2002-08-25,25-Aug-02,D,"6'0"" / 183 cm",163 lbs / 74 kg,"Novokuznetsk, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/568999/artyom-murylyov
526485,2004-07-27,27-Jul-04,LW,"6'5"" / 195 cm",198 lbs / 90 kg,"Chicago, IL, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/526485/nathan-lewis
527459,2003-02-07,07-Feb-03,RW/C,"6'1"" / 185 cm",157 lbs / 71 kg,"St. Petersburg, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/527459/stiven-sardaryan
643369,2004-01-13,13-Jan-04,D,"6'1"" / 186 cm",163 lbs / 74 kg,"Coquitlam, BC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/643369/braeden-wynne
248441,1997-10-29,29-Oct-97,LW,"6'0"" / 183 cm",203 lbs / 92 kg,"Medina, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/248441/max-zimmer
201753,2002-04-10,10-Apr-02,C,"6'0"" / 183 cm",190 lbs / 86 kg,"Boston, MA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/201753/philip-tresca
674708,2005-04-29,29-Apr-05,F,"5'10"" / 178 cm",161 lbs / 73 kg,"Mundelein, IL, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/674708/michael-burchill
183442,1997-01-13,13-Jan-97,C,"6'1"" / 185 cm",194 lbs / 88 kg,"Richmond Hill, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/183442/connor-mcdavid
555520,2002-08-28,28-Aug-02,G,"6'4"" / 193 cm",201 lbs / 91 kg,"Rochester, NY, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/555520/grant-riley
323444,2002-04-01,01-Apr-02,F,"5'11"" / 180 cm",163 lbs / 74 kg,"Brno, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/323444/jakub-maly
285089,2000-06-15,15-Jun-00,G,"6'2"" / 188 cm",168 lbs / 76 kg,"Brandon, MB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/285089/max-paddock
275721,1998-12-29,29-Dec-98,LW,"6'1"" / 185 cm",187 lbs / 85 kg,"Stara Lubovna, SVK",Slovakia,L,2022-08-26,https://www.eliteprospects.com/player/275721/vladimir-vybiral
286867,1999-08-16,16-Aug-99,C,"6'3"" / 191 cm",216 lbs / 98 kg,"Kingston, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/286867/gabriel-vilardi
246917,1997-09-28,28-Sep-97,D,"6'2"" / 187 cm",183 lbs / 83 kg,-,Sweden,R,2022-08-26,https://www.eliteprospects.com/player/246917/william-pethrus
483936,2002-05-13,13-May-02,C/LW,"5'10"" / 178 cm",185 lbs / 84 kg,-,Sweden,L,2022-08-26,https://www.eliteprospects.com/player/483936/hugo-pettersson
545095,2002-12-21,21-Dec-02,F,"5'9"" / 174 cm",161 lbs / 73 kg,"Turku, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/545095/jan-shikera
350686,2002-07-20,20-Jul-02,D,"6'0"" / 183 cm",179 lbs / 81 kg,"Kungsbacka, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/350686/theo-nordlund
201844,2003-05-16,16-May-03,C,"6'2"" / 188 cm",203 lbs / 92 kg,"Columbus, OH, USA",Canada,L,2022-08-26,https://www.eliteprospects.com/player/201844/cole-sillinger
241373,2000-09-24,24-Sep-00,D,"6'1"" / 185 cm",194 lbs / 88 kg,"Mirabel, QC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/241373/nathan-larose
590628,2003-12-27,27-Dec-03,D,"6'0"" / 182 cm",176 lbs / 80 kg,"Stockholm, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/590628/ludvig-jansson
201795,2002-01-09,09-Jan-02,LW/C,"5'11"" / 180 cm",181 lbs / 82 kg,"St. Louis, MO, USA","USA
    
            / 
            Canada",L,2022-08-26,https://www.eliteprospects.com/player/201795/chase-bradley
623837,2004-10-15,15-Oct-04,F,"6'3"" / 191 cm",216 lbs / 98 kg,"Rosemount, MN, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/623837/charlie-stramel
318345,2001-01-04,04-Jan-01,RW,"5'11"" / 180 cm",179 lbs / 81 kg,"Edina, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/318345/grant-silianoff
252475,1998-03-12,12-Mar-98,LW/C,"6'2"" / 188 cm",183 lbs / 83 kg,"Quebec, QC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/252475/mathieu-sevigny
538384,2003-01-30,30-Jan-03,F,"6'0"" / 183 cm",165 lbs / 75 kg,"Westport, CT, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/538384/matthew-mcgroarty
655982,2003-10-03,03-Oct-03,G,"6'3"" / 191 cm",190 lbs / 86 kg,"Westborough, MA, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/655982/conor-sullivan
418530,2001-01-27,27-Jan-01,RW/LW,"5'11"" / 181 cm",196 lbs / 89 kg,"North Bay, ON, CAN","Sweden
    
            / 
            Canada",R,2022-08-26,https://www.eliteprospects.com/player/418530/lucas-edmonds
520239,2002-09-24,24-Sep-02,D,"5'11"" / 180 cm",170 lbs / 77 kg,-,Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/520239/noah-meier
561719,2003-05-24,24-May-03,LW,"6'0"" / 184 cm",170 lbs / 77 kg,"Kezmarok, SVK",Slovakia,L,2022-08-26,https://www.eliteprospects.com/player/561719/tim-danielcak
252726,1997-06-12,12-Jun-97,RW,"5'11"" / 180 cm",205 lbs / 93 kg,"South Portland, ME, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/252726/lucas-michaud
375742,2000-06-07,07-Jun-00,RW/LW,"6'4"" / 194 cm",214 lbs / 97 kg,"Yekaterinburg, RUS",Russia,R,2022-08-26,https://www.eliteprospects.com/player/375742/yegor-sokolov
537763,2002-02-15,15-Feb-02,C,"5'11"" / 180 cm",183 lbs / 83 kg,"Voronezh, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/537763/dmitri-zlodeyev
552043,2003-01-29,29-Jan-03,F,"5'11"" / 180 cm",185 lbs / 84 kg,"Iskitim, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/552043/alexei-prokopenko
418534,2001-03-20,20-Mar-01,LW,"6'2"" / 188 cm",212 lbs / 96 kg,"Whitby, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/418534/ethan-keppen
333799,2000-06-26,26-Jun-00,D,"5'11"" / 180 cm",172 lbs / 78 kg,"St. Catharines, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/333799/riley-mccourt
291514,2001-05-10,10-May-01,LW/C,"6'2"" / 188 cm",183 lbs / 83 kg,"Saskatoon, SK, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/291514/adam-beckman
273632,1999-09-05,05-Sep-99,C/LW,"6'1"" / 185 cm",185 lbs / 84 kg,"Calgary, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/273632/bryce-misley
201527,1999-01-24,24-Jan-99,D,"6'4"" / 193 cm",216 lbs / 98 kg,"Hermantown, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/201527/dylan-samberg
672619,2003-12-22,22-Dec-03,RW,"6'1"" / 185 cm",179 lbs / 81 kg,"Chelyabinsk, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/672619/danila-yurov
487147,2002-07-17,17-Jul-02,RW,"6'0"" / 183 cm",192 lbs / 87 kg,"Lulea, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/487147/oscar-tellstrom
562122,2002-12-03,03-Dec-02,C/LW,"6'1"" / 185 cm",181 lbs / 82 kg,"Thunder Bay, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/562122/nick-degrazia
86363,1996-08-25,25-Aug-96,RW,"6'1"" / 186 cm",187 lbs / 85 kg,"Motala, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/86363/henrik-tornqvist
221513,1998-03-01,01-Mar-98,D,"6'0"" / 182 cm",185 lbs / 84 kg,"Aanekoski, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/221513/tarmo-reunanen
315969,2001-06-05,05-Jun-01,D,"6'6"" / 198 cm",198 lbs / 90 kg,"Wilmette, IL, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/315969/alex-vlasic
565725,2004-02-13,13-Feb-04,F,"6'4"" / 193 cm",214 lbs / 97 kg,"Girvan, GBR",Canada,R,2022-08-26,https://www.eliteprospects.com/player/565725/jake-sloan
245616,1998-06-03,03-Jun-98,RW/C,"6'2"" / 188 cm",185 lbs / 84 kg,"North York, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/245616/cliff-pu
262145,1999-04-17,17-Apr-99,D,"6'0"" / 182 cm",185 lbs / 84 kg,"Harnosand, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/262145/filip-westerlund
451575,2001-11-07,07-Nov-01,F,"6'2"" / 187 cm",192 lbs / 87 kg,"Ufa, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/451575/saveli-kuvardin
233525,1998-04-27,27-Apr-98,LW,"6'8"" / 203 cm",245 lbs / 111 kg,"Tecumseh, ON, CAN","USA
    
            / 
            Canada",L,2022-08-26,https://www.eliteprospects.com/player/233525/keenan-suthers
473652,2003-08-05,05-Aug-03,C,"6'1"" / 185 cm",192 lbs / 87 kg,"Cole Harbour, NS, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/473652/connor-trenholm
532642,2003-04-13,13-Apr-03,D,"6'3"" / 190 cm",203 lbs / 92 kg,"Jelgava, LAT",Latvia,L,2022-08-26,https://www.eliteprospects.com/player/532642/bogdans-hodass
246437,1999-11-20,20-Nov-99,W/C,"6'3"" / 191 cm",205 lbs / 93 kg,"Stockholm, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/246437/johan-sodergran
375834,2000-04-16,16-Apr-00,LW/C,"6'1"" / 186 cm",214 lbs / 97 kg,"Espoo, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/375834/patrik-siikanen
116244,1999-01-04,04-Jan-99,C,"6'1"" / 186 cm",194 lbs / 88 kg,"Brig, SUI",Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/116244/nico-hischier
396897,2000-05-05,05-May-00,C,"6'1"" / 186 cm",196 lbs / 89 kg,"Verkhnyaya Salda, RUS",Russia,R,2022-08-26,https://www.eliteprospects.com/player/396897/ivan-morozov
161932,1998-01-03,03-Jan-98,D,"5'10"" / 179 cm",176 lbs / 80 kg,"Kladno, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/161932/lukas-doudera
240255,1997-07-03,03-Jul-97,D,"6'2"" / 189 cm",214 lbs / 97 kg,"Lorenskog, NOR",Norway,L,2022-08-26,https://www.eliteprospects.com/player/240255/andreas-roykas-marthinsen
297989,1999-07-05,05-Jul-99,G,"6'4"" / 193 cm",201 lbs / 91 kg,"Richmond, BC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/297989/ty-taylor
195952,1997-10-20,20-Oct-97,RW,"5'9"" / 175 cm",163 lbs / 74 kg,"Burnaby, BC, CAN","Canada
    
            / 
            USA",R,2022-08-26,https://www.eliteprospects.com/player/195952/ty-ronning
385678,2001-08-24,24-Aug-01,D,"5'11"" / 180 cm",181 lbs / 82 kg,"Lynnfield, MA, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/385678/braden-doyle
364236,2000-01-02,02-Jan-00,D,"5'11"" / 181 cm",196 lbs / 89 kg,"Sumy, UKR",Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/364236/davyd-barandun
381263,2000-08-28,28-Aug-00,G,"6'6"" / 197 cm",216 lbs / 98 kg,"Skelleftea, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/381263/magnus-chrona
690696,2004-06-02,02-Jun-04,F,"6'2"" / 187 cm",168 lbs / 76 kg,"Moskva, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/690696/maxim-muranov
536077,2001-10-01,01-Oct-01,F,"5'9"" / 175 cm",176 lbs / 80 kg,"Eden Prairie, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/536077/john-mittelstadt
528530,2002-08-05,05-Aug-02,C/LW,"6'0"" / 182 cm",183 lbs / 83 kg,"Puchov, SVK",Slovakia,L,2022-08-26,https://www.eliteprospects.com/player/528530/matej-kaslik
342865,2000-12-27,27-Dec-00,D,"5'11"" / 181 cm",176 lbs / 80 kg,"Halmstad, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/342865/samuel-johannesson
661586,2004-05-10,10-May-04,D,"5'11"" / 180 cm",172 lbs / 78 kg,"Whitby, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/661586/william-godfrey
146700,1997-06-05,05-Jun-97,C,"6'0"" / 182 cm",183 lbs / 83 kg,"Gavle, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/146700/linus-olund
300846,1998-05-17,17-May-98,LW,"6'1"" / 185 cm",196 lbs / 89 kg,"Hermantown, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/300846/cole-koepke
