ep_id,birthdate,birthplace,nation_primary,nation_secondary,height,weight,pos,handedness,date_retrieved,source
361048,2000-05-03,"Stratford, ON, CAN",Canada,NA,175,68,C,R,2022-08-26,https://www.eliteprospects.com/player/361048/brady-hinz
551973,2002-12-16,"Alpharetta, GA, USA",USA,Sweden,178,86,D,L,2022-08-26,https://www.eliteprospects.com/player/551973/lukas-gustafsson
201741,2002-07-19,"Norwell, MA, USA",USA,NA,187,82,G,L,2022-08-26,https://www.eliteprospects.com/player/201741/drew-commesso
363643,2000-01-12,"Bowmanville, ON, CAN",Canada,NA,185,86,D,L,2022-08-26,https://www.eliteprospects.com/player/363643/declan-chisholm
694398,2004-02-24,"Weston, MA, USA",USA,NA,183,82,C,L,2022-08-26,https://www.eliteprospects.com/player/694398/ben-macdonald
395127,2000-10-20,"Minsk, BLR",Russia,Belarus,191,85,D,L,2022-08-26,https://www.eliteprospects.com/player/395127/daniil-misyul
602874,2004-02-07,"Riihimaki, FIN",Finland,NA,182,84,RW,L,2022-08-26,https://www.eliteprospects.com/player/602874/tommi-mannisto
213821,1997-07-18,"LaSalle, QC, CAN",Canada,NA,190,96,D,R,2022-08-26,https://www.eliteprospects.com/player/213821/nicolas-meloche
665996,2003-06-04,"Mansfield, MA, USA",USA,NA,180,79,C,R,2022-08-26,https://www.eliteprospects.com/player/665996/matt-copponi
394737,2003-06-01,"Bjorbo, SWE",Sweden,NA,180,83,C,L,2022-08-26,https://www.eliteprospects.com/player/394737/arvid-eljas
317016,2000-03-22,"Sudbury, ON, CAN",Canada,NA,183,86,C,R,2022-08-26,https://www.eliteprospects.com/player/317016/billy-moskal
504240,2002-11-22,"Mississauga, ON, CAN",Canada,NA,197,97,D,L,2022-08-26,https://www.eliteprospects.com/player/504240/owen-power
691672,2004-05-30,NA,Russia,NA,185,80,F,L,2022-08-26,https://www.eliteprospects.com/player/691672/abakar-kazbekov
275608,1999-02-18,"Chateauguay, QC, CAN",Canada,NA,180,86,C,L,2022-08-26,https://www.eliteprospects.com/player/275608/antoine-morand
300990,1998-05-08,"Farmington, MN, USA",USA,NA,191,98,D,L,2022-08-26,https://www.eliteprospects.com/player/300990/tyler-jette
313350,1999-07-19,"Lidkoping, SWE",Sweden,NA,186,82,C,L,2022-08-26,https://www.eliteprospects.com/player/313350/jacob-peterson
603668,2004-03-30,"Hudson, WI, USA",USA,NA,178,82,LW,L,2022-08-26,https://www.eliteprospects.com/player/603668/isaac-howard
290052,2001-04-27,"Oak Park, MI, USA",USA,NA,180,88,C/RW,R,2022-08-26,https://www.eliteprospects.com/player/290052/joshua-nodler
568366,2004-01-14,"Montreal, QC, CAN",Canada,NA,180,84,LW,L,2022-08-26,https://www.eliteprospects.com/player/568366/michael-la-starza
246070,1998-02-10,"Stockholm, SWE",Sweden,NA,182,84,LW,L,2022-08-26,https://www.eliteprospects.com/player/246070/axel-jonsson-fjallby
297684,2000-01-09,"Hradec Kralove, CZE",Czechia,NA,190,83,G,L,2022-08-26,https://www.eliteprospects.com/player/297684/daniel-dvorak
665898,2003-12-21,"Elektrostal, RUS",Russia,NA,187,82,D,L,2022-08-26,https://www.eliteprospects.com/player/665898/daniil-orlov
214925,1999-08-16,"Breclav, CZE",Czechia,NA,185,93,D,L,2022-08-26,https://www.eliteprospects.com/player/214925/dalimil-mikyska
414967,2003-03-12,"Estevan, SK, CAN",Canada,NA,191,84,D,R,2022-08-26,https://www.eliteprospects.com/player/414967/maximus-wanner
314909,2000-03-21,"Eksjo, SWE",Sweden,NA,191,95,G,L,2022-08-26,https://www.eliteprospects.com/player/314909/jesper-eliasson
300243,2001-01-08,"Goteborg, SWE",Sweden,NA,191,87,D,R,2022-08-26,https://www.eliteprospects.com/player/300243/eric-hjorth
190237,1998-03-04,"Havirov, CZE",Czechia,NA,192,96,LW,R,2022-08-26,https://www.eliteprospects.com/player/190237/daniel-kurovsky
571897,2004-08-12,"Erie, CO, USA",USA,NA,188,90,D,L,2022-08-26,https://www.eliteprospects.com/player/571897/jeremiah-slavin
644351,2004-04-28,"Burlington, MA, USA",USA,NA,188,77,RW/C,R,2022-08-26,https://www.eliteprospects.com/player/644351/james-fisher
267584,1998-09-18,"St. Catharines, ON, CAN",Canada,NA,188,84,D,R,2022-08-26,https://www.eliteprospects.com/player/267584/conor-timmins
254741,1998-03-26,"Chateauguay, QC, CAN",Canada,NA,193,91,D,L,2022-08-26,https://www.eliteprospects.com/player/254741/marc-olivier-duquette
316794,2000-03-23,"Vasteras, SWE",Sweden,NA,186,80,D,R,2022-08-26,https://www.eliteprospects.com/player/316794/filip-johansson
236308,1999-09-24,"Praha, CZE",Czechia,NA,194,98,C/W,L,2022-08-26,https://www.eliteprospects.com/player/236308/krystof-hrabik
271502,1999-09-21,"Mississauga, ON, CAN",Canada,NA,188,94,C/W,L,2022-08-26,https://www.eliteprospects.com/player/271502/ryan-mcleod
275589,1999-09-14,"Laval, QC, CAN",Canada,NA,195,101,RW,R,2022-08-26,https://www.eliteprospects.com/player/275589/shawn-boudrias
106307,1995-04-04,"Kezmarok, SVK",Slovakia,NA,180,81,G,L,2022-08-26,https://www.eliteprospects.com/player/106307/denis-godla
651875,2003-03-26,"Belovo, RUS",Russia,NA,186,76,F,L,2022-08-26,https://www.eliteprospects.com/player/651875/kirill-shumilov
600858,2004-06-03,"Port Colborne, ON, CAN",Canada,NA,180,77,C,L,2022-08-26,https://www.eliteprospects.com/player/600858/andrew-leblanc
213164,1997-08-28,"Trinec, CZE",Czechia,NA,185,78,RW/C,R,2022-08-26,https://www.eliteprospects.com/player/213164/lukas-jasek
112892,1997-07-16,"Joensuu, FIN",Finland,NA,168,78,RW/LW,L,2022-08-26,https://www.eliteprospects.com/player/112892/petrus-palmu
290463,2001-01-23,"Policka, CZE",Czechia,NA,183,70,D,L,2022-08-26,https://www.eliteprospects.com/player/290463/jan-klodner
535580,2005-03-10,"Fallston, MD, USA",USA,NA,180,77,F,L,2022-08-26,https://www.eliteprospects.com/player/535580/charlie-cerrato
538928,2003-12-27,"Leesburg, VA, USA",Canada,NA,178,82,RW,R,2022-08-26,https://www.eliteprospects.com/player/538928/matthew-seminoff
535841,2004-06-13,"Helsinki, FIN",Finland,Sweden,192,88,C/W,L,2022-08-26,https://www.eliteprospects.com/player/535841/santeri-sulku
201958,2002-03-12,"Edina, MN, USA",USA,Canada,185,90,C,L,2022-08-26,https://www.eliteprospects.com/player/201958/grant-slukynsky
461969,2003-01-07,"Heidelberg, GER",USA,NA,188,88,LW,L,2022-08-26,https://www.eliteprospects.com/player/461969/liam-gilmartin
228107,1997-03-07,"Mississauga, ON, CAN",Canada,NA,190,91,C/RW,L,2022-08-26,https://www.eliteprospects.com/player/228107/dylan-strome
620743,2003-11-16,"St. Petersburg, RUS",Russia,NA,197,95,F,L,2022-08-26,https://www.eliteprospects.com/player/620743/vladimir-andreyev
359000,2000-12-22,"Munchen, GER",Canada,Germany,193,92,G,L,2022-08-26,https://www.eliteprospects.com/player/359000/nico-daws
527423,2004-03-30,"Kosice, SVK",Slovakia,NA,193,104,LW,L,2022-08-26,https://www.eliteprospects.com/player/527423/juraj-slafkovsky
418068,2001-03-25,"Scarborough, ON, CAN",Canada,NA,183,84,D,R,2022-08-26,https://www.eliteprospects.com/player/418068/billy-constantinou
691213,2005-03-09,"Irma, AB, CAN",Canada,NA,185,78,G,L,2022-08-26,https://www.eliteprospects.com/player/691213/scott-ratzlaff
255167,1999-09-02,"Eksjo, SWE",Sweden,NA,179,82,D,L,2022-08-26,https://www.eliteprospects.com/player/255167/erik-brannstrom
560991,2004-06-11,"Calgary, AB, CAN",Canada,NA,185,91,D,R,2022-08-26,https://www.eliteprospects.com/player/560991/nicholas-wolfenberg
557189,2002-07-22,"Lahti, FIN",Finland,NA,185,70,RW/LW,L,2022-08-26,https://www.eliteprospects.com/player/557189/aatu-jamsen
541803,2003-09-03,"Lugano, SUI",Switzerland,NA,180,74,C,L,2022-08-26,https://www.eliteprospects.com/player/541803/lorenzo-canonica
404748,2000-06-23,"Richmond Hill, ON, CAN",Canada,NA,185,81,D,L,2022-08-26,https://www.eliteprospects.com/player/404748/justin-macpherson
258726,1999-04-27,"Sherwood Park, AB, CAN",Canada,NA,183,91,D,L,2022-08-26,https://www.eliteprospects.com/player/258726/dylan-plouffe
536648,2002-01-29,"White Bear Lake, MN, USA",USA,NA,183,87,C,L,2022-08-26,https://www.eliteprospects.com/player/536648/cameron-berg
395424,2001-03-13,"Hameenlinna, FIN",Finland,NA,181,85,D,R,2022-08-26,https://www.eliteprospects.com/player/395424/kalle-loponen
540333,2005-03-19,"Kerava, FIN",Finland,NA,181,83,F,R,2022-08-26,https://www.eliteprospects.com/player/540333/tuomas-uronen
539222,2003-03-20,"Voskresensk, RUS",Russia,NA,185,88,D,L,2022-08-26,https://www.eliteprospects.com/player/539222/artyom-grushnikov
269105,1998-11-22,"Hamilton, ON, CAN",Canada,Russia,183,85,C,R,2022-08-26,https://www.eliteprospects.com/player/269105/philip-lagunov
241597,2000-06-27,"Westwood, MA, USA",Canada,USA,188,88,RW,R,2022-08-26,https://www.eliteprospects.com/player/241597/riley-hughes
201450,1999-08-31,"Novi, MI, USA",USA,NA,180,92,RW,R,2022-08-26,https://www.eliteprospects.com/player/201450/ivan-lodnia
656832,2004-03-23,"Brainerd, MN, USA",USA,NA,178,93,D,R,2022-08-26,https://www.eliteprospects.com/player/656832/eric-pohlkamp
530493,2002-04-19,"Moskva, RUS",Russia,NA,192,77,F,R,2022-08-26,https://www.eliteprospects.com/player/530493/dmitri-konstantinov
240060,1998-12-03,"Stocksund, SWE",Sweden,NA,191,95,D,L,2022-08-26,https://www.eliteprospects.com/player/240060/alexis-binner
343876,2000-02-07,"Avesta, SWE",Sweden,NA,189,81,C,L,2022-08-26,https://www.eliteprospects.com/player/343876/nils-aman
410721,2002-03-19,"Sorel-Tracy, QC, CAN",Canada,NA,191,86,G,L,2022-08-26,https://www.eliteprospects.com/player/410721/charles-antoine-lavallee
386916,2001-11-30,"Praha, CZE",Czechia,NA,186,90,D,L,2022-08-26,https://www.eliteprospects.com/player/386916/karel-klikorka
650789,2005-09-09,"Jonkoping, SWE",Sweden,NA,177,76,G,L,2022-08-26,https://www.eliteprospects.com/player/650789/noah-erliden
527169,2003-03-13,"Dundas, ON, CAN",Canada,NA,185,86,C,R,2022-08-26,https://www.eliteprospects.com/player/527169/jacob-maillet
63250,1997-07-29,"Edmonton, AB, CAN",Canada,NA,188,89,D,L,2022-08-26,https://www.eliteprospects.com/player/63250/brendan-guhle
574745,2003-02-25,"Savage, MN, USA",USA,NA,178,76,C,L,2022-08-26,https://www.eliteprospects.com/player/574745/carter-batchelder
578759,2004-01-01,"Taby, SWE",Sweden,NA,179,79,G,L,2022-08-26,https://www.eliteprospects.com/player/578759/hugo-havelid
425676,2003-01-07,"St-Lambert, QC, CAN",Canada,NA,191,87,D,L,2022-08-26,https://www.eliteprospects.com/player/425676/charles-antoine-pilote
201945,2002-01-30,"Richmond Hill, ON, CAN",Canada,USA,183,86,C/RW,R,2022-08-26,https://www.eliteprospects.com/player/201945/ryan-tverberg
332209,1999-07-13,"Nitra, SVK",Slovakia,NA,187,77,G,L,2022-08-26,https://www.eliteprospects.com/player/332209/juraj-sklenar
201561,1999-08-23,"Estevan, SK, CAN",Canada,NA,183,91,D,R,2022-08-26,https://www.eliteprospects.com/player/201561/brayden-pachal
420460,2003-02-06,"Helsingborg, SWE",Sweden,NA,186,85,D,R,2022-08-26,https://www.eliteprospects.com/player/420460/theodor-johnsson
99859,1996-12-12,"Uppsala, SWE",Sweden,NA,183,84,RW/LW,R,2022-08-26,https://www.eliteprospects.com/player/99859/fredrik-forsberg
525628,2003-06-26,"Helsinki, FIN",Finland,NA,188,95,RW,R,2022-08-26,https://www.eliteprospects.com/player/525628/niko-huuhtanen
92502,1996-10-10,"Haapavesi, FIN",Finland,NA,185,88,D,L,2022-08-26,https://www.eliteprospects.com/player/92502/sami-niku
648365,2005-01-16,"Skelleftea, SWE",Sweden,NA,176,76,F,L,2022-08-26,https://www.eliteprospects.com/player/648365/zeb-forsfjall
651974,2003-10-20,"Ottawa, ON, CAN",Canada,NA,200,103,D,R,2022-08-26,https://www.eliteprospects.com/player/651974/jack-sparkes
205469,1995-02-14,"Perm, RUS",Russia,NA,172,85,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/205469/anatoli-golyshev
472146,2003-05-22,"Malmo, SWE",Sweden,NA,179,92,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/472146/victor-stjernborg
394937,2003-04-10,"Port-au-Prince, HTI",Canada,Haiti,183,70,LW,L,2022-08-26,https://www.eliteprospects.com/player/394937/zack-stringer
148535,1997-10-09,"Tampere, FIN",Finland,NA,180,83,D,L,2022-08-26,https://www.eliteprospects.com/player/148535/jesper-mattila
356490,2001-12-19,"Jindrichuv Hradec, CZE",Czechia,NA,187,88,D,R,2022-08-26,https://www.eliteprospects.com/player/356490/simon-kubicek
392582,2000-08-17,"St. Petersburg, RUS",Russia,NA,188,94,D,L,2022-08-26,https://www.eliteprospects.com/player/392582/grigori-gryaznov
350706,2001-07-05,"Goteborg, SWE",Sweden,NA,202,113,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/350706/elmer-soderblom
638714,2003-07-11,"Hong Kong, HKG",Finland,NA,199,102,C,L,2022-08-26,https://www.eliteprospects.com/player/638714/nikolai-hakala
299098,1999-02-11,"Espoo, FIN",Finland,NA,180,90,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/299098/aarne-talvitie
502050,2001-09-19,"Stoney Creek, ON, CAN",Canada,NA,177,80,C,R,2022-08-26,https://www.eliteprospects.com/player/502050/ryan-stepien
221341,1999-04-14,"Espoo, FIN",Finland,NA,180,78,C,R,2022-08-26,https://www.eliteprospects.com/player/221341/joni-ikonen
293387,2000-06-29,"Sundsvall, SWE",Sweden,NA,186,89,LW/C,L,2022-08-26,https://www.eliteprospects.com/player/293387/filip-hallander
529386,2003-07-04,"Kolin, CZE",Czechia,NA,179,80,F,R,2022-08-26,https://www.eliteprospects.com/player/529386/lukas-pajer
512922,2002-02-05,"Dmitrov, RUS",Russia,NA,178,87,F,L,2022-08-26,https://www.eliteprospects.com/player/512922/yegor-kuzminov
595286,2005-03-17,"Bratislava, SVK",Slovakia,NA,173,72,LW,L,2022-08-26,https://www.eliteprospects.com/player/595286/samuel-sisik
402325,2001-06-04,"Gavle, SWE",Sweden,NA,192,92,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/402325/oskar-kvist
376443,2001-05-19,"Saint-Andre-Avellin, QC, CAN",Canada,NA,171,81,C,L,2022-08-26,https://www.eliteprospects.com/player/376443/xavier-simoneau
206621,1997-09-08,"Plymouth, MI, USA",USA,NA,185,95,D,R,2022-08-26,https://www.eliteprospects.com/player/206621/nick-boka
215537,1998-11-12,"Plzen, CZE",Czechia,NA,188,88,LW/RW,R,2022-08-26,https://www.eliteprospects.com/player/215537/marek-rubner
322108,2001-02-15,"Calgary, AB, CAN",Canada,NA,188,94,G,R,2022-08-26,https://www.eliteprospects.com/player/322108/taylor-gauthier
252472,1998-02-27,"Toronto, ON, CAN",Canada,NA,188,98,RW/LW,L,2022-08-26,https://www.eliteprospects.com/player/252472/givani-smith
506229,2002-05-28,"Calgary, AB, CAN",Canada,NA,188,80,F,L,2022-08-26,https://www.eliteprospects.com/player/506229/chase-wheatcroft
514450,2001-11-16,"Moskva, RUS",Russia,NA,184,84,F,R,2022-08-26,https://www.eliteprospects.com/player/514450/maxim-nevolin
446529,2000-03-04,"Duxbury, MA, USA",USA,NA,183,84,F,L,2022-08-26,https://www.eliteprospects.com/player/446529/ryan-stevens
573189,2004-01-02,"St-Laurent, QC, CAN",Canada,NA,173,83,LW,L,2022-08-26,https://www.eliteprospects.com/player/573189/james-swan
249597,1998-02-10,"Edmonton, AB, CAN",Canada,NA,197,109,D,L,2022-08-26,https://www.eliteprospects.com/player/249597/keaton-middleton
429279,2001-01-05,"Turku, FIN",Finland,NA,180,75,F,R,2022-08-26,https://www.eliteprospects.com/player/429279/leevi-teissala
191292,1996-11-24,"Glen Rock, NJ, USA",USA,NA,183,84,G,L,2022-08-26,https://www.eliteprospects.com/player/191292/chris-birdsall
482419,2003-09-04,"LeRoy, SK, CAN",Canada,NA,180,70,C,L,2022-08-26,https://www.eliteprospects.com/player/482419/connor-mcgrath
429284,2001-04-11,"Pyhajoki, FIN",Finland,NA,179,77,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/429284/petteri-puhakka
556743,2003-05-26,"Tuusula, FIN",Finland,NA,183,84,D,L,2022-08-26,https://www.eliteprospects.com/player/556743/aleksi-malinen
354353,1999-12-10,"Bedford, NH, USA",USA,NA,180,84,F,L,2022-08-26,https://www.eliteprospects.com/player/354353/alex-steeves
286397,1999-03-09,"Espoo, FIN",Finland,NA,193,89,G,L,2022-08-26,https://www.eliteprospects.com/player/286397/ukko-pekka-luukkonen
527715,2003-02-14,"Bolshoy Kamen, RUS",Russia,NA,187,98,D,L,2022-08-26,https://www.eliteprospects.com/player/527715/artyom-kulakov
478709,2002-11-12,"Washington, DC, USA",USA,NA,193,98,D,R,2022-08-26,https://www.eliteprospects.com/player/478709/bryce-montgomery
286939,2001-06-13,"Burnaby, BC, CAN",Canada,NA,179,79,C,L,2022-08-26,https://www.eliteprospects.com/player/286939/massimo-rizzo
369937,2001-01-09,"Eden Prairie, MN, USA",USA,NA,188,91,D,L,2022-08-26,https://www.eliteprospects.com/player/369937/jackson-lacombe
623805,2003-08-30,"Byron, MN, USA",USA,NA,185,79,F,R,2022-08-26,https://www.eliteprospects.com/player/623805/brody-lamb
268973,1998-10-21,"Mississauga, ON, CAN",Canada,NA,183,88,D,R,2022-08-26,https://www.eliteprospects.com/player/268973/sean-durzi
300076,1999-07-22,"Manhattan Beach, CA, USA",USA,NA,191,91,D,R,2022-08-26,https://www.eliteprospects.com/player/300076/jack-st.-ivany
289775,1999-06-14,"Stockholm, SWE",Sweden,NA,188,77,D,R,2022-08-26,https://www.eliteprospects.com/player/289775/simon-johansson
713317,2003-12-17,"Kitchener, ON, CAN",Canada,NA,193,88,LW,L,2022-08-26,https://www.eliteprospects.com/player/713317/kai-schwindt
333786,1999-01-04,"Yekaterinburg, RUS",Russia,NA,180,85,LW,L,2022-08-26,https://www.eliteprospects.com/player/333786/ivan-chekhovich
175894,1998-06-08,"Kuopio, FIN",Finland,NA,197,86,D,L,2022-08-26,https://www.eliteprospects.com/player/175894/markus-niemelainen
617529,2003-09-25,"Dedham, MA, USA",USA,NA,183,82,D,R,2022-08-26,https://www.eliteprospects.com/player/617529/nolan-joyce
326713,1999-01-01,"Saratov, RUS",Russia,NA,185,77,C,R,2022-08-26,https://www.eliteprospects.com/player/326713/maxim-marushev
530204,2002-09-18,"Burnaby, BC, CAN",Canada,NA,185,79,G,L,2022-08-26,https://www.eliteprospects.com/player/530204/logan-terness
326698,1999-07-22,"Kaliningrad, RUS",Russia,NA,189,88,G,L,2022-08-26,https://www.eliteprospects.com/player/326698/maxim-zhukov
346981,2002-02-23,"Stockholm, SWE",Sweden,NA,185,88,D,R,2022-08-26,https://www.eliteprospects.com/player/346981/axel-kumlin
234378,1997-09-18,"Chesterfield Township, MI, USA",USA,NA,185,84,G,L,2022-08-26,https://www.eliteprospects.com/player/234378/tyler-parsons
312818,1999-07-20,"Nizhny Tagil, RUS",Russia,NA,180,84,D,L,2022-08-26,https://www.eliteprospects.com/player/312818/mark-pavlikov
228366,1999-05-11,"Bratislava, SVK",Slovakia,NA,194,92,C,L,2022-08-26,https://www.eliteprospects.com/player/228366/adam-ruzicka
551335,2003-01-17,"Drummondville, QC, CAN",Canada,NA,180,82,D,R,2022-08-26,https://www.eliteprospects.com/player/551335/jacob-guevin
313354,2000-02-10,"Jarna, SWE",Sweden,NA,182,81,D,R,2022-08-26,https://www.eliteprospects.com/player/313354/axel-andersson
250079,1999-05-23,"Helsinki, FIN",Finland,NA,187,88,G,L,2022-08-26,https://www.eliteprospects.com/player/250079/daniel-lebedeff
301125,1998-05-10,"Wilton, CT, USA",USA,NA,193,95,C,L,2022-08-26,https://www.eliteprospects.com/player/301125/matt-gosiewski
399861,2003-11-23,"Ulricehamn, SWE",Sweden,NA,186,88,RW,R,2022-08-26,https://www.eliteprospects.com/player/399861/nils-juntorp
252476,1998-10-12,"Whitby, ON, CAN",Canada,NA,188,95,LW,L,2022-08-26,https://www.eliteprospects.com/player/252476/jonah-gadjovich
201764,2002-01-13,"St. Clair, MI, USA",USA,NA,188,89,F,L,2022-08-26,https://www.eliteprospects.com/player/201764/mark-estapa
241335,1998-05-11,"Espoo, FIN",Finland,NA,185,82,D,L,2022-08-26,https://www.eliteprospects.com/player/241335/niclas-almari
392162,2000-07-21,"Barnaul, RUS",Russia,NA,191,85,RW/LW,R,2022-08-26,https://www.eliteprospects.com/player/392162/kirill-marchenko
348181,2001-04-02,"Rokycany, CZE",Czechia,NA,185,77,C,L,2022-08-26,https://www.eliteprospects.com/player/348181/filip-prikryl
265608,1999-08-25,"Karlstad, SWE",Sweden,NA,180,99,RW/C,R,2022-08-26,https://www.eliteprospects.com/player/265608/fabian-zetterlund
286349,1997-02-27,"Parker, CO, USA",USA,NA,198,82,G,L,2022-08-26,https://www.eliteprospects.com/player/286349/evan-smith
685705,2005-06-02,"Clarence Center, NY, USA",USA,NA,185,82,D,R,2022-08-26,https://www.eliteprospects.com/player/685705/gavin-mccarthy
250459,1996-10-15,"Chelyabinsk, RUS",Russia,NA,188,89,LW,L,2022-08-26,https://www.eliteprospects.com/player/250459/semyon-afonasyevsky
693397,2003-10-07,"Kirov, RUS",Russia,NA,175,68,RW,L,2022-08-26,https://www.eliteprospects.com/player/693397/alexander-ponomaryov
620325,2004-06-30,"Moskva, RUS",Russia,NA,181,90,D,L,2022-08-26,https://www.eliteprospects.com/player/620325/kirill-m.-volkov
556722,2003-03-11,"Minnetonka, MN, USA",USA,NA,183,82,F,L,2022-08-26,https://www.eliteprospects.com/player/556722/charlie-lurie
177213,1997-11-20,"Shrewsbury, MA, USA",USA,NA,188,82,D,L,2022-08-26,https://www.eliteprospects.com/player/177213/matt-dillon
226444,1998-07-24,"Bethesda, MD, USA",USA,Canada,183,79,LW,L,2022-08-26,https://www.eliteprospects.com/player/226444/graham-mcphee
250454,1996-06-02,"Moskva, RUS",Belarus,Russia,189,80,G,L,2022-08-26,https://www.eliteprospects.com/player/250454/sergei-bolshakov
476820,2002-05-03,"Valmiera, LAT",Latvia,NA,183,84,D,L,2022-08-26,https://www.eliteprospects.com/player/476820/harijs-brants
563442,2004-04-27,"Sambro, NS, CAN",Canada,NA,183,88,C,L,2022-08-26,https://www.eliteprospects.com/player/563442/jacob-newcombe
336897,2001-02-01,"Carp, ON, CAN",Canada,NA,190,88,LW,L,2022-08-26,https://www.eliteprospects.com/player/336897/joe-carroll
635399,2004-05-14,"Ypsilanti, MI, USA",USA,NA,185,80,LW,R,2022-08-26,https://www.eliteprospects.com/player/635399/gavin-hayes
418063,2001-11-30,"Moskva, RUS",Russia,NA,201,92,D,L,2022-08-26,https://www.eliteprospects.com/player/418063/igor-chibrikov
522524,2003-02-24,"Hradec Kralove, CZE",Czechia,NA,182,80,C,L,2022-08-26,https://www.eliteprospects.com/player/522524/petr-moravec
543203,2003-04-21,"Yaroslavl, RUS",Russia,NA,176,86,F,R,2022-08-26,https://www.eliteprospects.com/player/543203/grigori-kuzmin
266919,1996-01-15,"Green Bay, WI, USA",USA,NA,188,88,C/RW,R,2022-08-26,https://www.eliteprospects.com/player/266919/mason-appleton
294746,2001-04-22,"Alexandria, VA, USA",USA,NA,197,81,G,L,2022-08-26,https://www.eliteprospects.com/player/294746/dominic-basse
647542,2005-08-12,"Langley, BC, CAN",Canada,NA,178,75,F,L,2022-08-26,https://www.eliteprospects.com/player/647542/logan-wormald
189960,1997-02-07,"Kadan, CZE",Czechia,Germany,189,95,RW/LW,L,2022-08-26,https://www.eliteprospects.com/player/189960/frantisek-wagner
344692,2001-04-27,"Stockholm, SWE",Sweden,NA,189,92,C,L,2022-08-26,https://www.eliteprospects.com/player/344692/albin-sundsvik
233448,1998-02-17,"Rochester, MI, USA",USA,NA,185,100,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/233448/max-jones
474272,2000-12-18,"Hingham, MA, USA",USA,NA,191,82,F,L,2022-08-26,https://www.eliteprospects.com/player/474272/jack-ring
279765,2001-02-18,"Vancouver, BC, CAN",Canada,NA,185,100,C,L,2022-08-26,https://www.eliteprospects.com/player/279765/tag-bertuzzi
265409,2000-12-13,"Aalborg, DEN",Denmark,NA,200,93,G,L,2022-08-26,https://www.eliteprospects.com/player/265409/mads-sogaard
215452,1996-03-05,"Salt Lake City, UT, USA",USA,NA,188,84,G,L,2022-08-26,https://www.eliteprospects.com/player/215452/garrett-metcalf
384079,2000-07-27,"Pitea, SWE",Sweden,NA,179,85,D,R,2022-08-26,https://www.eliteprospects.com/player/384079/nils-lundkvist
195642,1998-03-19,"Sydney, NS, CAN",Canada,NA,180,76,W/C,L,2022-08-26,https://www.eliteprospects.com/player/195642/mitchell-balmas
467724,2003-06-06,"Lviv, UKR",Ukraine,NA,193,91,D,L,2022-08-26,https://www.eliteprospects.com/player/467724/artur-cholach
226944,1996-02-14,"Omsk, RUS",Russia,NA,183,88,RW/LW,R,2022-08-26,https://www.eliteprospects.com/player/226944/artur-lauta
213711,1997-03-13,"Val-d'Or, QC, CAN",Canada,NA,191,93,D,L,2022-08-26,https://www.eliteprospects.com/player/213711/david-henley
197560,1997-04-08,"Brandon, MB, CAN",Canada,NA,188,103,RW,R,2022-08-26,https://www.eliteprospects.com/player/197560/keegan-kolesar
201776,2002-04-12,"Fort Gratiot, MI, USA",USA,NA,185,81,D,L,2022-08-26,https://www.eliteprospects.com/player/201776/jacob-truscott
472400,2002-11-26,"Kadan, CZE",Czechia,NA,180,74,D,L,2022-08-26,https://www.eliteprospects.com/player/472400/ondrej-balaz
316737,2000-07-24,"Rodovre, DEN",Denmark,NA,183,91,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/316737/phillip-schultz
233565,1998-06-18,"Chicago, IL, USA",USA,NA,191,88,D,R,2022-08-26,https://www.eliteprospects.com/player/233565/alex-green
279023,1999-04-19,"Vantaa, FIN",Finland,NA,188,83,G,L,2022-08-26,https://www.eliteprospects.com/player/279023/eetu-makiniemi
503988,2002-02-14,"Oakville, ON, CAN",Canada,NA,183,82,C,L,2022-08-26,https://www.eliteprospects.com/player/503988/cameron-tolnai
299493,2000-09-17,"Kanata, ON, CAN",Canada,NA,182,88,D,R,2022-08-26,https://www.eliteprospects.com/player/299493/jack-york
387330,2001-05-01,"Mississauga, ON, CAN",Canada,NA,193,89,D,L,2022-08-26,https://www.eliteprospects.com/player/387330/mathew-hill
398223,2000-08-08,"Yekaterinburg, RUS",Russia,NA,178,80,LW/C,L,2022-08-26,https://www.eliteprospects.com/player/398223/kirill-tyutyayev
356462,1998-10-13,"Moskva, RUS",Russia,NA,182,84,F,L,2022-08-26,https://www.eliteprospects.com/player/356462/pavel-voronkov
708714,2004-07-15,NA,Russia,NA,170,65,F,L,2022-08-26,https://www.eliteprospects.com/player/708714/german-shulenin
699375,2004-12-09,"Perm, RUS",Russia,NA,178,72,RW,L,2022-08-26,https://www.eliteprospects.com/player/699375/matvei-michkov
395433,2000-03-25,"Mikkeli, FIN",Finland,NA,181,80,RW/LW,R,2022-08-26,https://www.eliteprospects.com/player/395433/eemil-erholtz
497305,2001-10-12,"Minneapolis, MN, USA",USA,NA,183,89,D,L,2022-08-26,https://www.eliteprospects.com/player/497305/will-svenddal
